article_id,pmid,title,abstract,authors,journal,pub_year,language,source_file
PMID41601219,41601219,[Skin Microbiome： Expanding Dimensions and Challenges in Forensic Evidence].,"The skin microbiome, characterized by its vast abundance, high diversity, pronounced individual specificity, and dynamic traceability, serves as a significant biological marker of the host. Its composition and variation are influenced by both the host's physiological states and external environmental factors, exhibiting a close ""mirror"" relationship with host phenotypes. This unique ""microbial fingerprint"" not only expands the sources of forensic evidence but also offers new perspectives and opportunities for the advancement of forensic research and practice. This paper reviews the physiological and structural foundations underlying skin microbial diversity and the mechanisms that shape individual specificity, analyzes its unique advantages and technical approaches in forensic applications, outlines recent research progress, explores the future potential and major challenges of using skin microbiome markers in forensic science, and proposes practical recommendations. 皮肤微生物组以其数量庞大、高度多样化、显著的个体特异性及动态可追溯性而成为宿主重要的生物学标志。其组成与变化受宿主生理状态及外部环境的双重影响，与宿主表型呈现出密切的“镜像”关系。这种独特的“微生物指纹”不仅拓宽了法医学证据的获取途径，还为法医学研究和实践提供了全新的视角与发展契机。本文综述了皮肤微生物多样性的生理结构基础及个体特异性的形成机制，分析其在法医学应用中的独特优势与技术路径，概述近年来相关研究的进展，探讨皮肤微生物标记在法医学领域的未来发展潜力及面临的主要挑战，并提出具有实践意义的建议。.",Zhang Han; Huang Xin; Chen An-Qi; Chen Ji; Lu Yan-Fang; Zeng Jian-Ye; Wang Xiang,Fa Yi Xue Za Zhi,2025,zh,chinese_中医药.csv
PMID41507763,41507763,[Analysis and comparative study on international competitiveness of trditional Chinese medicine trade].,"Based on trditional Chinese medicine(TCM)trade data, spanning from 1996 to 2023, from UN Commodity Trade Statistics Database(UN Comtrad database), this study employed four evaluation metrics to analyze the current trade status of China's TCM and evolving trends of its international competitiveness in TCM trade. The evaluation metrics were international market share, trade specialization coefficient, revealed comparative advantage index, and composite trade competitiveness index. A comparative analysis was conducted with major trading nations including India, Canada, Germany, the United States, and Egypt. The study found that over 150 countries/regions participate in global TCM trade, with high-volume traders typically possessing either a long history of traditional medical practices or abundant medicinal resources. While China maintained the largest market share with expanding trade volume, its international competitiveness showed persistent decline, which indicated weakening comparative advantages. The United States, Germany, and France similarly exhibited declining competitiveness, while India and Egypt demonstrated significant competitiveness improvements. Notably, India had emerged as a key global player through rapid internationalization and standardization of its Ayurveda-based traditional medicine system. To optimize China's TCM trade strategy, this paper proposed exploring premium overseas medicinal resources, diversifying sourcing regions, and establishing international raw material bases to ensure stable supply chains.",Cheng Meng; Chi Xiu-Lian; DU Meng-Yao; Li Ying; Li Xiao-Lin; Yang Guang,Zhongguo Zhong Yao Za Zhi,2025,zh,chinese_中医药.csv
PMID41755591,41755591,[Research progress in the structural design of virus-like particle vaccines].,"Virus-like particles (VLPs), nanomaterials without viral genomes and structurally highly similar to natural virus particles, have shown extensive application prospects in vaccine research and biomedicine in recent years. This article systematically summarizes the five core structural characteristics (self-assembly, repetitive and ordered surface structures, clear size range, conformation-dependent epitope presentation, and structural dynamics and plasticity) of VLPs. Then, it analyzes the supporting roles of these characteristics in the immune activation process and targeted functional delivery. On this basis, the review further explores the current optimization strategies for the design of VLPs, including structural simulation, precise modification, and functional enhancement, and summarizes the latest research results to envision the development directions of VLPs in personalized vaccine development, tumor immunotherapy, and intelligent delivery systems. This review aims to provide theoretical references and technical inspirations for the rational design and efficient application of VLPs as platforms. 病毒样颗粒(virus-like particles, VLPs)这类不含病毒基因组、结构高度类似天然病毒颗粒的纳米颗粒，近年来在疫苗研发和生物医药领域展现出广泛的应用前景。本文系统总结了病毒样颗粒的五大核心结构特征，包括自组装特性、表面结构重复有序性、明确的尺寸范围、构象依赖性表位呈现及结构动态性与可塑性，分析了这些特征对免疫激活过程与靶向功能递送的支撑作用。在此基础上，进一步探讨了当前病毒样颗粒设计的优化策略，包括结构模拟、精准修饰与功能增强等方面，并结合最新研究成果，展望了病毒样颗粒在个性化疫苗开发、肿瘤免疫疗法及智能递送系统中的发展方向，为病毒样颗粒平台的结构理性设计与高效应用提供了理论参考与技术启发。.",Wang Xinru; Li Xiping; Dai Yongjuan; Long Runxiang; Xie Zhongping; Yue Lei,Sheng Wu Gong Cheng Xue Bao,2025,zh,chinese_中医药.csv
PMID41761710,41761710,[Research progress in hydrogel-based sensing technologies for disease-associated small molecules].,"Hydrogels, characterized by their exceptional biocompatibility, soft matter properties, and tunable structures, have emerged as advanced novel materials for research and development in fields such as biomedicine and environmental resources. Small molecules, including biological metabolites, hormones, and heavy metals, are critically implicated in the onset and progression of diseases. Consequently, the development of hydrogel-based sensing technologies for disease-associated small molecules holds significant importance for personalized disease prediction and diagnosis. The diversity in hydrogel types and binding mechanisms enables their application across various scenarios. Leveraging mechanisms such as exclusion effects, matrix effects, confinement effects, electrical conductivity, and stimulus responsiveness, hydrogels enhance the selectivity, operational convenience, sensitivity, responsivity, and rapidity of small molecule sensing. Integrating approaches like electrochemistry, immunoassays, molecular imprinting, fluorescence sensing, and nano-sensing, the development of hydrogel-based small molecule sensors has achieved substantial progress. This paper summarizes the structures and functional properties of hydrogels and relevant applications of hydrogel-based sensing for small molecules, with a particular focus on the current research status and applications of hydrogel-based diagnostic technologies for disease-associated small molecules. Furthermore, it outlines future development directions and promising prospects for hydrogel-based disease diagnostics. This paper provides a theoretical foundation for developing specific and efficient point-of-care and home-based diagnostic technologies for disease-related small molecules. 水凝胶具有高度的生物相容性、软物质特性及结构可控性，已成为生物医药、环境资源等领域的高端新型材料。生物代谢产物、激素、重金属等小分子与疾病发生发展息息相关，研发疾病小分子水凝胶传感技术对于个性化疾病预测和诊断具有重要意义。水凝胶类型和结合机制的多样性使其能应用于多种场景。通过排阻效应、基质效应、限域效应、导电及刺激响应等机制，水凝胶强化了小分子传感的选择性、操作便利性、灵敏度、响应性和快速性。整合电化学、免疫检测、分子印迹、荧光传感和纳米检测等方法，基于水凝胶的小分子传感器开发取得了显著进展。本文分析了水凝胶结构及功能特性，总结了小分子凝胶传感的相关应用，重点梳理了疾病小分子的水凝胶诊断技术研究及应用现状，提出了水凝胶疾病诊断的发展方向及未来应用场景。本文为构建靶向疾病小分子的特异、高效的现场化早期居家诊断技术开发提供了理论支撑。.",He Fuyi; Li Ya; Chen Donghai; Liu Kun; Liu Hongtao; Zheng Junping,Sheng Wu Gong Cheng Xue Bao,2025,zh,chinese_中医药.csv
PMID41507762,41507762,[Current situation and opportunities of China's trade in traditional medicine with Shanghai Cooperation Organization].,"With the closer economic cooperation among the member states of the Shanghai Cooperation Organization(SCO), traditional Chinese medicine(TCM), as a treasure of traditional Chinese culture and a characteristic medical resource, plays a unique role in regional health governance and the mutual understanding of civilizations. It is gradually becoming a bridge to promote health cooperation among SCO member states. Based on the trade data of TCM between China and the SCO member states over the past nineteen years(2005-2023), this paper analyzes the evolution trends of TCM trade between China and the SCO member states, reveals the changes in the import and export structure of TCM products, and discusses in depth the differentiated characteristics and challenges faced by each region in promoting cooperation in TCM. The study finds that, with the development of the SCO, trade in TCM between China and the member states has become increasingly close, the depth of cooperation has continually improved, and overall trade has shown a growth trend. Particularly in terms of the import and export structure, the changes in product types and export destinations are particularly evident, demonstrating trends of diversification and regionalization. Moreover, with the gradual opening of the SCO market and the strengthening of policy support, the differences in demand characteristics and market needs in different regions reveal that trade in TCM presents geographical characteristics among different countries/regions. Overall, under the current market environment and the support of SCO policies, the future development of TCM trade in the SCO region is promising. However, there is still a need to strengthen policy coordination and cooperation mechanisms among member states in order to enhance the international influence and market competitiveness of TCM products.",Yu Zhi-Bin; Zhang Chen-Chen; Yang Guang; Liu Yan; DU Shu-Shan,Zhongguo Zhong Yao Za Zhi,2025,zh,chinese_中医药.csv
PMID41457624,41457624,[Technological innovations in the research on plant phase separation].,"Liquid-liquid phase separation (LLPS) is an important mechanism that drives intracellular biomolecules to form membraneless organelles, which plays an important role in regulating plant development and stress responses. In recent years, as the research on phase separation advances, remarkable progress has been achieved in the development and application of related technologies, which provides important technical support for the research in this field. From the basic concepts and principles of phase separation, this paper systematically summarizes the widely used labeling imaging techniques, computational prediction techniques based on machine learning, and multi-scale molecular simulation techniques in the research on phase separation. By comparing and analyzing the advantages and limitations of current related techniques in the research on phase separation, we make an outlook on the potential directions for future related research. In this review, we summarize the cutting-edge technologies related to plant phase separation, aiming to promote multidisciplinary integration and provide technical support for deciphering the mechanisms and functions of plant phase separation.",Zhang Darui; Zhang Yezhuo; Zhang Zhun; Lou Fangzhou; Lin Jinxing; Li Ye,Sheng Wu Gong Cheng Xue Bao,2025,zh,chinese_中医药.csv
PMID41814750,41814750,[Application progress of germ-free animal models in colorectal cancer and traditional Chinese medicine research].,"Colorectal cancer(CRC) is a highly prevalent malignant tumor worldwide, and its occurrence and development are closely related to gut microbiota disturbance. The germ-free(GF) animal model, by providing a unique environment free of indigenous microorganisms, has become a tool for precisely dissecting the causal role and mechanism of the gut microbiota in the occurrence and development of CRC and the therapeutic mechanisms of pharmaceuticals. This review aims to systematically elaborate on the application progress of GF animal models in CRC research, with a focus on the key mechanisms by which specific microorganisms promote the occurrence and development of CRC revealed by this model. Furthermore, this review focuses on the research dynamics of TCM in this field and systematically expounds the application of GF models in the research of TCM against CRC. Through in-depth analysis of the GF animal models of CRC, it is possible to develop precise diagnostic and therapeutic strategies based on TCM and the microbiome in the future, providing new directions and ideas for the prevention and treatment of CRC.",Qian Zi-Xing; Li Jia-Xuan; Rao Xian-Jun; Huang Guo-Dong; Liu Ran; Wei Wei,Zhongguo Zhong Yao Za Zhi,2026,zh,chinese_中医药.csv
PMID41508062,41508062,[Research progress on regulation of mitochondrial homeostasis in vascular aging mechanism and intervention by traditional Chinese medicine].,"The pathogenesis of vascular aging is complex, and its pathological mechanisms mainly include mitochondrial dysfunction, oxidative stress, epigenetic changes, telomere dysfunction, endothelial dysfunction, and chronic inflammation. However, the pathological mechanism of vascular aging has not yet been fully elucidated. Mitochondria are key organelles regulating metabolism in eukaryotic cells. The imbalance of mitochondrial homeostasis leads to abnormal vascular function. Therefore, regulating mitochondrial homeostasis is considered an important target for the prevention and treatment of vascular aging in the future. Many studies have elucidated that traditional Chinese medicine(TCM) formulas, single herbs, and active components can specifically regulate mitochondrial homeostasis in vascular cells by affecting apoptosis or autophagy, thereby delaying vascular aging. This paper reviewed the role of mitochondrial homeostasis regulation in the pathogenesis of vascular aging from several aspects, including mitochondrial dynamics, mitophagy, mitochondrial biogenesis, and mitochondrial oxidative stress. It also summarized research progress on TCM and its extracts that protect mitochondrial function, maintain mitochondrial homeostasis, and delay vascular aging. These findings provide new ideas and methods for preventing and treating vascular aging with TCM from the perspective of mitochondrial homeostasis.",Zhong Bo-Yu; Chen Zhuo-Er; Hu Qiong-Wen; Huang Xin; Yao Jia-Mei; Zhong Guang-Wei; Cheng Shao-Wu,Zhongguo Zhong Yao Za Zhi,2025,zh,chinese_中医药.csv
PMID41536682,41536682,[Expert Consensus on the Clinical Practice of Child Life Services].,"As an integral component of modern pediatric healthcare, child life services are designed to address the psychosocial issues that children may encounter during hospitalization and other medical care processes, and to mitigate the negative impacts of stressful experiences. Given that child life services in China are still in an early exploratory stage and lack unified and standardized clinical practice guidelines, a multidisciplinary expert consensus development group was jointly established by West China Second University Hospital, Sichuan University, Children's Hospital, Zhejiang University School of Medicine, Shenzhen Children's Hospital, Children's Hospital of Fudan University, and the Children's Cancer Foundation of the Hong Kong Special Administrative Region. Through a systematic literature review and expert deliberations, this consensus has been formulated. This consensus covers the target population, applicable settings, implementation environments, selection criteria for practitioners, training and assessment of practitioners, practice principles, core service content, implementation processes, and outcome evaluation, providing effective clinical practice guidance for child life services practitioners. 儿童医疗辅导（Child Life）作为现代儿科基本医疗服务的重要组成部分，旨在解决儿童住院治疗及其他医疗照护过程中产生的心理社会问题，降低压力性经历对其产生的负面影响。鉴于儿童医疗辅导在国内尚处于探索阶段，缺乏统一、规范的临床实践标准，四川大学华西第二医院、浙江大学医学院附属儿童医院、深圳市儿童医院、复旦大学附属儿科医院、香港特别行政区儿童癌病基金共同成立了多学科专家组成的共识制定小组，通过系统查阅文献资料及专家论证，制定了本共识。本共识涵盖共识适用人群、适用场所、实施环境、实践人员选拔标准、实践人员的培训及考核、实践原则、核心服务内容、实施流程、效果评价等内容，可为儿童医疗辅导实施者提供有效的临床实践指导。",Nursing Group Of Chinese Pediatric Society Chinese Medical Association; Nursing Branch China Maternal And Child Health Association,Sichuan Da Xue Xue Bao Yi Xue Ban,2025,zh,chinese_中医药.csv
PMID41566280,41566280,[Teaching practice of medical statistics in the context of new medicine].,"The ""Medicine+X"" interdisciplinary integration talents cultivation is an important measure to implement the national strategy of ""Education Power"" and ""Healthy China"" and to promote the construction of new medicine. Taking the mandatory graduate course of ""Fundamentals of Medical Statistics"" at Peking University Health Science Center as an example, this paper systematically elaborates on the instructional design and implementation steps of the integrated medical statistics curriculum, and evaluates the effectiveness of the curriculum reform by analyzing the results of a questionnaire survey. The results indicated that after the teaching reform, the post-class test scores, learning benefit scores, and satisfaction scores of the students all significantly increased compared with the scores before the reform [(15.4±2.9). (10.6±5.3), (91.2±9.1)(80.3±29.0), and (99.5±0.6)(97.3±1.9)], the differences were significant (all<0.05). However, no significant differences were observed among the final exam scores (=0.973). The teaching practice proved that, compared with traditional teaching modes, the integrated teaching curriculum showed superior effects on improving students' clinical parctice capability and strengthening the application of scientific research methods, providing robust support to the training of new-type medical talents who can have the performance inviolving the medical treatment, disease prevention and healthcare and further promote the in-depth development of medical science. 培养具备跨学科知识整合能力的“医学+X”复合型人才，是践行“教育强国”与“健康中国”国家战略、推动新医科领域发展的关键举措。本研究以北京大学医学部研究生必修课程《医学统计学基础》为例，系统阐述了医学统计学整合课程的教学设计与实施步骤，并通过问卷调查进行课程改革的效果评价。结果表明，课程改革后学生的课后测试成绩、学习收益评分与满意度较改革前均有明显升高［（15.4±2.9）分.（10.6±5.3）分，（91.2±9.1）分.（80.3±29.0）分，（99.5±0.6）分.（97.3±1.9）分］，差异有统计学意义（均<0.05），而期末成绩差异无统计学意义（0.973）。实践证明，与传统教学模式相比，整合式课程在提升临床实践能力、强化科研方法学应用等方面展现出更优的教学效能，其教学改革范式可为构建集临床诊疗、疾病预防、健康管理于一体的复合型医学人才培养体系奠定重要的理论与实践基础，进一步推动新医科建设的深入发展。.",Pang Y J; Liu J Q; Liao C X; Yu C Q; Gao W J; Lyu J; Wu T; Li L M,Zhonghua Liu Xing Bing Xue Za Zhi,2026,zh,chinese_中医药.csv
PMID41629099,41629099,[Annual progress in pulmonary rehabilitation in 2025].,"This review provides a comprehensive summary of major advances in pulmonary rehabilitation (PR) research from October 2024 to September 2025. It focuses on four key domains: implementation status, expansion of disease spectrum, conceptual innovation, and technological development. Globally, PR coverage remains suboptimal, with pronounced socioeconomic disparities, poor program quality and low adherence. Evidence suggests that simplified equipment and shorter rehabilitation courses can maintain therapeutic efficacy while substantially improving accessibility. In terms of disease spectrum, PR is no longer confined to single chronic respiratory diseases but has expanded to include respiratory comorbidities. Its application timeline has advanced from post-treatment rehabilitation to early prevention. While the rapid growth of tele-rehabilitation has enhanced service reach, yet its limitations and the unique advantages of traditional center-based programs must be acknowledged. Technologically, emerging training modalities, psychological interventions, and digital intelligent systems have continually enriched rehabilitation strategies. Overall, PR is advancing towards a more precise, continuous, and universally accessible model of integrated respiratory care. 本综述全面总结了2024年10月至2025年9月期间呼吸康复研究领域的主要进展，重点关注实施现状、疾病谱系拓展、理念创新与技术发展4个关键领域。当前全球呼吸康复覆盖率仍不理想，存在显著的社会经济差异，且项目质量与患者依从性普遍不足。简化设备和缩短疗程可在保持疗效的同时显著提升服务可及性。在疾病谱系方面，呼吸康复的获益人群已从单一的呼吸系统疾病拓展至呼吸共病，干预时机也逐渐从治疗向早期预防前移。远程康复的快速发展提升了服务覆盖范围，但其局限性及传统中心康复的独特优势仍需重视。在技术层面，新兴训练模式、心理干预及数字化智能系统持续丰富了康复策略。总体而言，呼吸康复正朝着更精准、连续、普惠的整合式呼吸照护模式迈进。.",Chen Y S; Jiang H Y; Tong Z H,Zhonghua Jie He He Hu Xi Za Zhi,2026,zh,chinese_中医药.csv
PMID41688205,41688205,[Survival analysis in oncology: common methods and pitfalls].,"Survival analysis plays a crucial role in clinical oncology by estimating patient survival time, evaluating treatment efficacy, and predicting prognosis. However, the complexity of survival data and the application conditions of statistical methods pose challenges in method selection and result interpretation. This review systematically outlines the fundamental concepts and procedures of survival analysis, with a focus on the application conditions and analytical processes of the Kaplan-Meier method, Log-rank test, Cox proportional hazards model, and the Accelerated Failure Time (AFT) model. Common pitfalls in clinical oncology research are also discussed, including: (1) unscientific selection of covariates; (2) neglecting the assessment of the proportional hazards assumption when applying the Cox proportional hazards model; (3) improper handling of censored data; (4) inadequate sample size or number of events resulting in low statistical power; (5) insufficient attention to absolute risk measures; (6) confusion between median survival time and median follow-up time; and (7) failure to adjust for multiple comparisons. This review aims to provide practical guidance for conducting and reporting survival analysis in oncology research, thereby improving research quality and supporting cancer prevention and treatment efforts. 生存分析可用于估计患者的生存时间、评价治疗效果及预测预后，在肿瘤临床研究中占有重要地位。然而，生存数据的复杂性和统计方法的适用条件给生存分析的方法选择和结果解读带来挑战。作者系统梳理了生存分析的基本思路与步骤，重点阐述了Kaplan-Meier法、对数秩检验、Cox比例风险模型、加速失效时间模型的适用条件与分析流程。同时，列举了肿瘤临床研究实践中生存分析的常见问题并提出了解决方案，包括：（1）协变量的选择缺乏科学性；（2）进行Cox比例风险模型分析时易忽略比例风险假设的检验；（3）删失数据处理不当；（4）样本量或结局事件数量不足导致研究效能较低；（5）对绝对风险效应关注不足；（6）混淆中位生存时间与中位随访时间；（7）忽略生存分析中的多重比较校正。为开展肿瘤临床研究和撰写研究报告提供参考，以提高肿瘤临床研究质量，推动肿瘤防治工作发展。.",Wu H T; Liu L,Zhonghua Zhong Liu Za Zhi,2026,zh,chinese_中医药.csv
PMID41830266,41830266,[Integration of Mine Ecological Restoration Technology：Connotation，Logic，Path，and Practice].,Technology integration has become a key path for multi-disciplinary，multi-field，and multi-technology cooperation in mine ecological restoration. It is the inevitable choice to solve the comprehensive mine ecological environment problem. Through data analysis and field investigation，the scientific connotation，theoretical logic，classification characteristics，and practical dimension of the integration of mine ecological restoration technology were thoroughly sorted out and studied. The research shows that at the level of theoretical framework，it is necessary to comprehensively grasp the logic of four aspects：demand，timing，space，and hierarchy. Due to the difference of resource type，geographical environment，mining mode，mine state，restoration target，etc.，the content，direction，path，and goal of the integration of mine ecological restoration technology also showed different characteristics. The technology integration practice of mine ecological restoration in China can be summarized into five dimensions：single technology，important links，key regions，whole element of mine system，and the whole life cycle of mining. The research indicates that the technical integration of mine ecological restoration is a three-dimensional and multi-dimensional working process，having high requirements for science，rationality，and operability，and needs to comprehensively consider various factors such as mineral species，environment，and mining mode，so as to carry out technical integration and application due to mine conditions. In practice，the space for single technology integration innovation is still large，and the technology integration of important links and key regions can be further expanded and applied in combination with demand. The technology integration of the whole element of mine system and the whole life cycle of mining will be an important topic in the future research and development of mine ecological restoration.,Jiang Shan-Yu; Tan Li-Ping; Feng Cong; Fan Xiao-Ying; Li Xiao-Yu; Li Ting,Huan Jing Ke Xue,2026,zh,chinese_中医药.csv
PMID41508059,41508059,[Advances in liposome-delivered neuroprotective agents in treatment of ischemic stroke].,"The clinical efficacy of ischemic stroke is severely limited by the difficulty in targeted delivery of neuroprotective agents across the blood-brain barrier to the ischemic region. Liposomes, with their unique bilayer structure, can carry both hydrophilic and hydrophobic drugs and have excellent biocompatibility, modifiability, and high efficiency in crossing the blood-brain barrier, which have become a key strategy to break through the bottleneck of drug delivery in ischemic stroke treatment. This paper systematically reviews the structural properties of liposomes, their targeted delivery mechanisms, and their cutting-edge applications in ischemic stroke therapy in the past decade, focusing on the precise accumulation of neuroprotective agents in the ischemic region by surface-modified liposomes through the synergistic strategy of active/passive targeting, especially in piggybacking on the active ingredients of TCM. The paper analyzes in depth the latest advances of modified liposomes in inhibiting neuroinflammation, attenuating ischemia/reperfusion injury, combining with tissue plasminogen activator and biomimetic modification of delivery systems. It aims to provide a new theoretical framework for the precise and individualized treatment of ischemic stroke and to provide a reference for the development of neuroprotective agent delivery systems based on liposome technology.",Dong Jia-Hao; Gao Zi-Han; Han Fei; Liu Ming-Rui; Qian Bing-Lu; Cao Wen-Xuan; Liu Ying-Jiao,Zhongguo Zhong Yao Za Zhi,2025,zh,chinese_中医药.csv
PMID41755594,41755594,[Research progress in the development of antimicrobial peptides in the epidemic of polymyxin resistance].,"Antimicrobial peptides (AMPs), with broad antimicrobial spectra, high efficacy, low immunogenicity, high sustainability, and diverse killing targets, demonstrate promising application prospects in clinical medicine, animal farming, and food processing and storage. Polymyxin (a lipopeptide AMP) resistance and its spread have been found in nosocomial and environmental micro-niches, resulting in significant changes in industrial/breeding application, clinical therapy, and development of AMPs. This review summarized the recent research advances in AMPs regarding the general properties, classification, synthesis/assembly, and genetic basis and regulatory factors of the diverse antibacterial patterns and antibiotic resistance. Furthermore, we systematically compared the antimicrobial susceptibility assessment and antibiotic resistance gene identification between pure culture and high-throughput sequencing and made an outlook on the enhancement approaches to prevent and control antibiotic resistance by focusing on re-sensitization adjuvants, chemical modification, and metabolic engineering driven by machine learning. Delving into the structure-function relationships and resistance mechanisms of AMPs would benefit the development of drugs with higher efficiency and lower side effects, facilitating food safety and public health. 抗菌肽(antimicrobial peptides, AMPs)因高效广谱性、低免疫原性、稳定持久性以及靶点多样性，在临床治疗、畜牧养殖、食品加工保藏领域应用前景良好。近年来，医源、养殖环境中脂肽类抗生素多黏菌素耐药性流行性被陆续揭示并引发关注，这些重要发现使得抗菌肽在产业应用、临床使用和研究发展方面产生了重大变革。本文综述了代表性AMPs的性质、分类及合成组装机制，归纳了AMPs杀菌模式多样性和耐药性形成的遗传本质及调控因素，系统性地比较了纯培养检测和高通量识别AMPs药敏性及耐药基因的技术方法，展望了复敏增效联合佐剂挖掘鉴定、机器学习模式识别指导下生物合成和化学修饰实现分子改造、药效强化以预防和控制耐药性产生与流行的学科前沿。深入认识抗菌肽的构效关系及多样化耐药机制有助于开发杀菌效果好、毒副作用小的新型抗菌肽以应对多重耐药细菌挑战，为食品安全、公共健康建设提供参考。.",Wan Shuang; Lyu Na; Lan Jie; Chen Nanyang; Zhou Aiping; Wu Guoping; Li Jun,Sheng Wu Gong Cheng Xue Bao,2025,zh,chinese_中医药.csv
PMID41539716,41539716,[Extracellular matrix materials and tissue regeneration and repair].,"The extracellular matrix (ECM) plays a pivotal role in regulating cellular behavior and driving tissue regeneration. Its unique structural characteristics and bioactivity not only provide physical support for cell growth, but also orchestrate tissue repair and functional reconstruction through multiple signaling pathways. This review systematically synthesizes preparation strategies for natural and engineered ECM materials from the perspective of ECM-mediated tissue regeneration mechanisms, with particular emphasis on recent advances in component preservation, structural biomimicry, and functional optimization. Furthermore, it delves into the application potential of cutting-edge technologies-including artificial intelligence, flexible electronics, and organoids-in ECM engineering, while critically analyzing the standardization and safety challenges hindering clinical translation. This article aims to provide a theoretical foundation and reference for constructing next-generation ECM-based regenerative medicine platforms. 细胞外基质（extracellular matrix，ECM）在细胞行为调控与组织再生过程中发挥关键作用，其独特的结构特征与生物活性不仅为细胞生长提供物理支撑，还通过多重信号调控组织修复与功能重建。本文从ECM介导组织再生的生物学机制出发，系统综述了天然及工程化ECM材料的制备策略，重点阐述了在成分保留与构型优化方面的最新研究进展。同时，深入探讨了人工智能、柔性电子及类器官等前沿技术在ECM工程化中的应用潜能，并分析了ECM材料在临床转化中面临的标准化与安全性挑战。本文旨在为新一代ECM基再生医学平台的构建提供理论基础与参考。.",Zhao Longmei; Xie Huiqi,Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,2026,zh,chinese_中医药.csv
PMID41657175,41657175,[Effect of Organic Fertilizers on the Accumulation and Distribution of Polystyrene Nanoplastics in Cotton Plants].,In order to investigate whether the addition of organic fertilizers could reduce the uptake and accumulation of polystyrene nanoplastics （PS-NPs） in the roots and stalks of cotton plants， a pot experiment was conducted using different amounts of organic fertilizers （0 g·kgand 10 g·kg） combined with a fixed amount of PS-NPs （100 mg·kg）. Fluorescently labeled PS-NPs with a particle size of 200 nm were used as tracers. The results demonstrated that cotton roots absorbed PS-NPs and transferred them to the stalks. Quantitative analysis revealed that most of the particles were retained in the roots under the treatment of nanoplastics + organic fertilizer （MOF）， with the fluorescence intensity of PS-NPs transferred to the stalks accounting for only 60.08% of that in the roots. Compared to those in the blank control （CK）， the SPAD value， stem dry matter mass， and leaf dry matter mass of cotton plants in the nanoplastic-only （MOF） treatment were significantly reduced by 6.94%， 37.29%， and 22.36%， respectively. In contrast， the leaf area in the MOFtreatment increased significantly by 10.12%. Additionally， plant height， stem thickness， leaf area， SPAD value， root dry matter mass， and leaf dry matter mass in the MOFtreatment were all significantly higher than those in the MOFtreatment， increasing by 9.28%， 13.99%， 10.12%， 7.82%， 21.05%， and 21.47%， respectively. Furthermore， compared to those in the CK treatment， the activities of superoxide dismutase （SOD）， peroxidase （POD）， and catalase （CAT） in the roots of MOF-treated plants were significantly elevated by 30.91%， 11.61%， and 40.00%， respectively， while malondialdehyde （MDA） mass molar concentration decreased by 12.24%. For MOF-treated plants， the activities of SOD and CAT in the roots were significantly increased by 44.51% and 100%， respectively， and MDA mass molar concentration was reduced by 26.43%. In conclusion， organic fertilizer effectively reduced the accumulation of PS-NPs in cotton plant stalks by 43.78%. It also significantly mitigated the transfer of PS-NPs from roots to stalks， thereby reducing the overall accumulation of PS-NPs in cotton plants.,Xu Xiao-Yu; Hou Zhen-An; Ye Jun,Huan Jing Ke Xue,2026,zh,chinese_中医药.csv
PMID41611271,41611271,[Diagnosis and prevention of sarcopenic obesity should be emphasized].,"Sarcopenic obesity is a clinical syndrome in which sarcopenia coexists with obesity. It is characterized by a decline in muscle mass and function combined with an increase in fat mass, thereby increasing the risk of adverse clinical outcomes in patients. For a long time, the lack of standardized diagnostic criteria has made it difficult to accurately determine the prevalence of sarcopenic obesity. In 2022, the European Society for Clinical Nutrition and Metabolism (ESPEN) and the European Association for the Study of Obesity (EASO) jointly launched an initiative, for the first time reaching an expert consensus on the definition and diagnostic standards for sarcopenic obesity. This article focuses on recent advances in sarcopenic obesity, systematically summarizing its pathogenesis from four aspects: body composition changes, lifestyle and dietary alterations, metabolic/hormonal dysregulation, and gut microbiota dysbiosis, with emphasis on domestic and international diagnostic strategies. Meanwhile, it further explores the multifaceted detrimental effects on elderly quality of life and life expectancy, and proposes a comprehensive prevention and treatment framework centered on combined lifestyle and nutritional interventions, supplemented by pharmacotherapy, with multidisciplinary treatment (MDT) as the key strategy, aiming to provide theoretical basis and practical direction for clinical diagnosis and treatment of this disease. 肌肉减少性肥胖是一种肌肉减少症和肥胖并存的临床综合征，其特征是体内肌肉质量下降、功能减弱与脂肪含量升高同时发生，从而增加患者不良临床结局的发生风险。由于长期以来缺乏统一的诊断标准，肌肉减少性肥胖的患病率难以准确确定。2022年欧洲临床营养与代谢学会（ESPEN）和欧洲肥胖研究协会（EASO）共同发起倡议，首次就肌肉减少性肥胖的定义和诊断标准达成了专家共识。本文围绕肌肉减少性肥胖的研究进展，系统地从身体成分改变、生活方式及饮食因素改变、代谢失衡及激素水平失调、肠道菌群失调等4个方面阐述其发生机制，重点梳理了国内外诊断策略；同时，进一步探讨了其对老年人群生活质量及预期寿命的多重危害，并总结了以生活方式干预联合营养干预为核心、药物治疗为补充、多学科诊疗（MDT）为关键策略的综合防治体系，旨在为该疾病的临床诊疗提供理论依据与实践方向。.",Zhu M W; Luan X Y; Xi H,Zhonghua Yi Xue Za Zhi,2026,zh,chinese_中医药.csv
